序号,sector,pct_change,main_net_inflow,main_net_inflow_pct,super_large_net,今日超大单净流入-净占比,large_net,今日大单净流入-净占比,medium_net,今日中单净流入-净占比,small_net,今日小单净流入-净占比,今日主力净流入最大股,fetch_time
254,纺织服装设备,-1.38,-167805520.0,-4.37,-136522608.0,-3.55,-31282912.0,-0.81,-28543168.0,-0.74,196250192.0,5.11,泰坦股份,2026-05-12 14:34:25
255,房地产开发,-0.2,-169405056.0,-0.66,-55334016.0,-0.22,-114071040.0,-0.45,-336871424.0,-1.32,506944256.0,1.99,深振业Ａ,2026-05-12 14:34:25
256,锦纶,-3.17,-169603382.0,-16.39,-48678418.0,-4.7,-120924964.0,-11.68,90567054.0,8.75,79045472.0,7.64,聚合顺,2026-05-12 14:34:25
257,摩托车,-0.09,-172672105.0,-10.26,-67521113.0,-4.01,-105150992.0,-6.25,-12250080.0,-0.73,185896720.0,11.05,永安行,2026-05-12 14:34:25
258,氮肥,-2.81,-174035779.0,-7.6,-27006739.0,-1.18,-147029040.0,-6.42,-16792032.0,-0.73,190827808.0,8.34,华鲁恒升,2026-05-12 14:34:25
259,广告媒体,-1.17,-174086543.0,-15.41,-33661112.0,-2.98,-140425431.0,-12.43,87212739.0,7.72,86873792.0,7.69,兆讯传媒,2026-05-12 14:34:25
260,焦炭Ⅱ,-2.47,-174227636.0,-16.73,-72674874.0,-6.98,-101552762.0,-9.75,24304176.0,2.33,149913456.0,14.4,云煤能源,2026-05-12 14:34:25
261,焦炭Ⅲ,-2.49,-174227636.0,-16.73,-72674874.0,-6.98,-101552762.0,-9.75,24270448.0,2.33,149975600.0,14.4,云煤能源,2026-05-12 14:34:25
262,贸易Ⅱ,-1.4,-174479504.0,-5.49,-66243744.0,-2.08,-108235760.0,-3.4,-53328896.0,-1.68,227777904.0,7.16,东方创业,2026-05-12 14:34:25
263,贸易Ⅲ,-1.41,-174481344.0,-5.49,-66243744.0,-2.08,-108237600.0,-3.4,-53238032.0,-1.67,227737808.0,7.16,东方创业,2026-05-12 14:34:25
264,个护用品,-3.02,-178068659.0,-11.85,-123056336.0,-8.19,-55012323.0,-3.66,71830272.0,4.78,106256720.0,7.07,可靠股份,2026-05-12 14:34:25
265,化妆品,-1.48,-183945907.0,-8.79,-82486387.0,-3.94,-101459520.0,-4.85,42430496.0,2.03,136796480.0,6.53,科思股份,2026-05-12 14:34:25
266,农产品加工,-0.9,-186222625.0,-7.32,-130345841.0,-5.12,-55876784.0,-2.2,96473424.0,3.79,87888064.0,3.45,安德利,2026-05-12 14:34:25
267,调味发酵品Ⅲ,-1.17,-192843488.0,-4.56,31005504.0,0.73,-223848992.0,-5.3,66572832.0,1.58,121245536.0,2.87,天味食品,2026-05-12 14:34:25
268,调味发酵品Ⅱ,-1.18,-192893280.0,-4.56,30955712.0,0.73,-223848992.0,-5.3,66562976.0,1.58,121333280.0,2.87,天味食品,2026-05-12 14:34:25
269,纺织化学制品,-3.04,-196264423.0,-7.18,-105238119.0,-3.85,-91026304.0,-3.33,21833152.0,0.8,174438752.0,6.38,亚邦股份,2026-05-12 14:34:25
270,聚氨酯,-1.68,-197462020.0,-5.94,-92585588.0,-2.78,-104876432.0,-3.15,20330816.0,0.61,170324304.0,5.12,高盟新材,2026-05-12 14:34:25
271,物流,-1.72,-202021680.0,-3.49,10553024.0,0.18,-212574704.0,-3.68,37527472.0,0.65,159678960.0,2.76,建发股份,2026-05-12 14:34:25
272,机器人,-0.35,-203148160.0,-2.26,-134208816.0,-1.5,-68939344.0,-0.77,86578048.0,0.97,96828592.0,1.08,拓斯达,2026-05-12 14:34:25
273,教育,-1.74,-203171717.0,-11.52,-70914741.0,-4.02,-132256976.0,-7.5,74798080.0,4.24,128373632.0,7.28,*ST高科,2026-05-12 14:34:25
274,清洁小家电,-2.34,-206049389.0,-11.57,-92221837.0,-5.18,-113827552.0,-6.39,83290160.0,4.68,122774768.0,6.89,莱克电气,2026-05-12 14:34:25
275,改性塑料,-0.79,-206643856.0,-4.8,-99429440.0,-2.31,-107214416.0,-2.49,-18090608.0,-0.42,211625024.0,4.91,星辉环材,2026-05-12 14:34:25
276,电视广播Ⅲ,-1.63,-208692808.0,-8.78,-133528568.0,-5.62,-75164240.0,-3.16,32674240.0,1.37,173643360.0,7.31,无线传媒,2026-05-12 14:34:25
277,电视广播Ⅱ,-1.63,-208692808.0,-8.78,-133528568.0,-5.62,-75164240.0,-3.16,32674240.0,1.37,173643360.0,7.31,无线传媒,2026-05-12 14:34:25
278,印刷,-3.03,-214554772.0,-17.99,-129505765.0,-10.86,-85049007.0,-7.13,26341904.0,2.21,185129456.0,15.53,江天科技,2026-05-12 14:34:25
279,农药,-1.68,-214749582.0,-4.97,-113573406.0,-2.63,-101176176.0,-2.34,147691872.0,3.42,61745280.0,1.43,利尔化学,2026-05-12 14:34:25
280,百货,-2.07,-217040440.0,-9.31,-96695736.0,-4.15,-120344704.0,-5.16,104964960.0,4.5,112078848.0,4.81,茂业商业,2026-05-12 14:34:25
281,复合肥,-2.17,-217869173.0,-9.94,-164987605.0,-7.53,-52881568.0,-2.41,74130112.0,3.38,146653440.0,6.69,农大科技,2026-05-12 14:34:25
282,畜禽饲料,-3.39,-218629079.0,-16.4,-133596041.0,-10.02,-85033038.0,-6.38,68559120.0,5.14,150069952.0,11.25,禾丰股份,2026-05-12 14:34:25
283,装修装饰Ⅲ,-0.75,-218947440.0,-3.07,-79075648.0,-1.11,-139871792.0,-1.96,-80806992.0,-1.13,299754432.0,4.21,金 螳 螂,2026-05-12 14:34:25
284,装修装饰Ⅱ,-0.74,-219019664.0,-3.07,-79075648.0,-1.11,-139944016.0,-1.96,-80626096.0,-1.13,299645776.0,4.21,金 螳 螂,2026-05-12 14:34:25
285,炼油化工,-0.23,-220293680.0,-3.55,-250359728.0,-4.03,30066048.0,0.48,253640928.0,4.09,-33343248.0,-0.54,荣盛石化,2026-05-12 14:34:25
286,非银金融,-0.32,-220310272.0,-0.38,550755840.0,0.96,-771066112.0,-1.34,-230142464.0,-0.4,450358784.0,0.79,长城证券,2026-05-12 14:34:25
287,其他汽车零部件,-0.9,-221251072.0,-1.72,55322080.0,0.43,-276573152.0,-2.16,47161136.0,0.37,147717968.0,1.15,成飞集成,2026-05-12 14:34:25
288,股份制银行Ⅲ,-0.28,-223902240.0,-2.68,-432584048.0,-5.17,208681808.0,2.49,-155812640.0,-1.86,379678352.0,4.54,招商银行,2026-05-12 14:34:25
289,服装家纺,-0.42,-224256272.0,-2.76,-113541344.0,-1.4,-110714928.0,-1.36,30289232.0,0.37,191416624.0,2.36,ST如意,2026-05-12 14:34:25
290,文字媒体,-2.25,-228882406.0,-12.41,-165689238.0,-8.99,-63193168.0,-3.43,56366640.0,3.06,172515776.0,9.36,掌阅科技,2026-05-12 14:34:25
291,房地产,-0.24,-231500256.0,-0.86,-71108832.0,-0.26,-160391424.0,-0.6,-356795136.0,-1.33,588963072.0,2.19,深振业Ａ,2026-05-12 14:34:25
292,原料药,-1.01,-231562864.0,-1.84,-125838992.0,-1.0,-105723872.0,-0.84,122452880.0,0.97,90667264.0,0.72,博瑞医药,2026-05-12 14:34:25
293,火力发电,1.45,-241086720.0,-0.7,-117954304.0,-0.34,-123132416.0,-0.36,265976064.0,0.77,-24834560.0,-0.07,晋控电力,2026-05-12 14:34:25
294,通信网络设备及器件,0.57,-241182976.0,-0.16,76062976.0,0.05,-317245952.0,-0.21,-2544120832.0,-1.66,2729569280.0,1.78,中际旭创,2026-05-12 14:34:25
295,氯碱,-1.49,-241281232.0,-6.73,-111678160.0,-3.11,-129603072.0,-3.61,101146224.0,2.82,140136112.0,3.91,新金路,2026-05-12 14:34:25
296,种植业,-2.0,-241971322.0,-6.53,-171778794.0,-4.64,-70192528.0,-1.89,118342896.0,3.19,119333840.0,3.22,北大荒,2026-05-12 14:34:25
297,跨境电商,-1.9,-245433103.0,-10.66,-114465151.0,-4.97,-130967952.0,-5.69,-18706800.0,-0.81,264139904.0,11.47,吉宏股份,2026-05-12 14:34:25
298,无机盐,-0.52,-255535216.0,-4.22,-156894416.0,-2.59,-98640800.0,-1.63,107694352.0,1.78,147876640.0,2.44,振华股份,2026-05-12 14:34:25
299,钴,-4.31,-257873058.0,-14.24,-117785058.0,-6.5,-140088000.0,-7.73,107607248.0,5.94,150265824.0,8.3,腾远钴业,2026-05-12 14:34:25
300,金融控股,-1.37,-259481296.0,-9.83,-193064800.0,-7.32,-66416496.0,-2.52,111269024.0,4.22,148212832.0,5.62,国投资本,2026-05-12 14:34:25
301,摩托车及其他,-1.53,-262392924.0,-9.57,-105218812.0,-3.84,-157174112.0,-5.73,26421136.0,0.96,236943648.0,8.64,永安行,2026-05-12 14:34:25
302,品牌消费电子,-2.15,-262761808.0,-6.88,-247590560.0,-6.48,-15171248.0,-0.4,144838320.0,3.79,124421712.0,3.26,绿联科技,2026-05-12 14:34:25
303,民爆制品,-1.83,-269207343.0,-7.42,-125634767.0,-3.46,-143572576.0,-3.96,16131744.0,0.44,253074736.0,6.98,高争民爆,2026-05-12 14:34:25
304,磨具磨料,-0.51,-275481472.0,-2.96,-64186528.0,-0.69,-211294944.0,-2.27,20315504.0,0.22,259563296.0,2.78,黄河旋风,2026-05-12 14:34:25
305,综合乘用车,-1.92,-281237053.0,-15.5,-118824813.0,-6.55,-162412240.0,-8.95,104559728.0,5.76,176677328.0,9.74,海马汽车,2026-05-12 14:34:25
306,肉制品,-4.19,-285475619.0,-16.82,-68273315.0,-4.02,-217202304.0,-12.8,22172048.0,1.31,263303552.0,15.52,广弘控股,2026-05-12 14:34:25
307,航空装备Ⅱ,-0.99,-286648576.0,-0.77,-47663360.0,-0.13,-238985216.0,-0.64,-208036096.0,-0.56,496082944.0,1.33,菲利华,2026-05-12 14:34:25
308,航空装备Ⅲ,-0.99,-286648576.0,-0.77,-47663360.0,-0.13,-238985216.0,-0.64,-208036096.0,-0.56,496082944.0,1.33,菲利华,2026-05-12 14:34:25
309,饲料,-2.58,-297595306.0,-10.0,-214603834.0,-7.21,-82991472.0,-2.79,124454816.0,4.18,170103872.0,5.72,禾丰股份,2026-05-12 14:34:25
310,房屋建设Ⅱ,-1.58,-298114304.0,-8.83,-229360896.0,-6.79,-68753408.0,-2.04,58520304.0,1.73,239596384.0,7.09,ST龙元,2026-05-12 14:34:25
311,房屋建设Ⅲ,-1.53,-298171360.0,-8.83,-229360896.0,-6.79,-68810464.0,-2.04,58616016.0,1.74,239540928.0,7.09,ST龙元,2026-05-12 14:34:25
312,其他自动化设备,-1.32,-300831792.0,-2.54,-99780864.0,-0.84,-201050928.0,-1.7,-45445168.0,-0.38,321893376.0,2.72,罗博特科,2026-05-12 14:34:25
313,轮胎轮毂,-1.44,-302979318.0,-9.49,-119925750.0,-3.76,-183053568.0,-5.73,90329152.0,2.83,212648688.0,6.66,海安集团,2026-05-12 14:34:25
314,其他通信设备,-1.34,-305579472.0,-7.11,-188731904.0,-4.39,-116847568.0,-2.72,66724896.0,1.55,236302800.0,5.5,坤恒顺维,2026-05-12 14:34:25
315,纺织服饰,-0.62,-305632144.0,-1.93,-208445632.0,-1.32,-97186512.0,-0.61,253870592.0,1.6,49595648.0,0.31,ST如意,2026-05-12 14:34:25
316,小家电,-1.2,-310936977.0,-10.76,-121986129.0,-4.22,-188950848.0,-6.54,85146544.0,2.95,218426464.0,7.56,利仁科技,2026-05-12 14:34:25
317,专业服务,-1.31,-315742672.0,-5.58,-270671808.0,-4.78,-45070864.0,-0.8,169792016.0,3.0,137888544.0,2.44,电科院,2026-05-12 14:34:25
318,煤化工,-3.21,-316568192.0,-6.34,-139845168.0,-2.8,-176723024.0,-3.54,-5806528.0,-0.12,322374336.0,6.46,宝丰能源,2026-05-12 14:34:25
319,电网自动化设备,1.33,-317703536.0,-2.1,-333363472.0,-2.2,15659936.0,0.1,353076480.0,2.33,-11218016.0,-0.07,红相股份,2026-05-12 14:34:25
320,检测服务,-1.35,-318972224.0,-6.67,-259320432.0,-5.42,-59651792.0,-1.25,141049552.0,2.95,170332560.0,3.56,电科院,2026-05-12 14:34:25
321,被动元件,0.41,-319388400.0,-1.8,-464816112.0,-2.61,145427712.0,0.82,229049600.0,1.29,99007488.0,0.56,钧崴电子,2026-05-12 14:34:25
322,车身附件及饰件,-0.97,-321186176.0,-3.51,-219726960.0,-2.4,-101459216.0,-1.11,139752976.0,1.53,160791408.0,1.76,华懋科技,2026-05-12 14:34:25
323,商用载货车,-1.53,-328516256.0,-8.46,-355131584.0,-9.14,26615328.0,0.69,186027824.0,4.79,142503184.0,3.67,一汽解放,2026-05-12 14:34:25
324,旅游零售Ⅱ,-1.63,-329859171.0,-16.01,-247908371.0,-12.03,-81950800.0,-3.98,89129744.0,4.33,240717120.0,11.69,珠免集团,2026-05-12 14:34:25
325,旅游零售Ⅲ,-1.63,-329859171.0,-16.01,-247908371.0,-12.03,-81950800.0,-3.98,89160496.0,4.33,240692528.0,11.68,珠免集团,2026-05-12 14:34:25
326,化学纤维,-1.88,-338877552.0,-4.82,-88152064.0,-1.25,-250725488.0,-3.57,165573728.0,2.35,150271120.0,2.14,泰和新材,2026-05-12 14:34:25
327,医院,-2.0,-342090368.0,-8.36,-192453424.0,-4.7,-149636944.0,-3.66,67357664.0,1.65,274732704.0,6.71,盈康生命,2026-05-12 14:34:25
328,航空运输,-1.07,-342170448.0,-9.62,-219766752.0,-6.18,-122403696.0,-3.44,119754096.0,3.37,222419776.0,6.26,海控B股,2026-05-12 14:34:25
329,光伏设备,-0.78,-347348992.0,-0.56,-64119552.0,-0.1,-283229440.0,-0.45,370202880.0,0.59,-29840128.0,-0.05,TCL中环,2026-05-12 14:34:25
330,工业金属,-0.96,-353490944.0,-0.48,-159090944.0,-0.22,-194400000.0,-0.27,270259456.0,0.37,81279232.0,0.11,紫金矿业,2026-05-12 14:34:25
331,商用车,-1.49,-359533776.0,-7.08,-392351152.0,-7.72,32817376.0,0.65,221352912.0,4.36,138189232.0,2.72,宇通客车,2026-05-12 14:34:25
332,轨交设备Ⅱ,-1.14,-365259136.0,-4.48,-122224240.0,-1.5,-243034896.0,-2.98,129460016.0,1.59,236301280.0,2.9,众合科技,2026-05-12 14:34:25
333,轨交设备Ⅲ,-1.14,-365259136.0,-4.48,-122224240.0,-1.5,-243034896.0,-2.98,129460016.0,1.59,236301280.0,2.9,众合科技,2026-05-12 14:34:25
334,商业物业经营,-1.7,-379860000.0,-11.58,-165936992.0,-5.06,-213923008.0,-6.52,53383504.0,1.63,326475200.0,9.95,锦和商管,2026-05-12 14:34:25
335,光伏电池组件,-0.57,-391404240.0,-2.03,-284436688.0,-1.47,-106967552.0,-0.55,5363712.0,0.03,383034624.0,1.98,阿特斯,2026-05-12 14:34:25
336,多元金融,-1.13,-396567728.0,-5.06,-238190704.0,-3.04,-158377024.0,-2.02,158368704.0,2.02,238173168.0,3.04,拉卡拉,2026-05-12 14:34:25
337,汽车电子电气系统,-1.48,-398062128.0,-3.27,-214256736.0,-1.76,-183805392.0,-1.51,-26822656.0,-0.22,420985024.0,3.46,新泉股份,2026-05-12 14:34:25
338,美容护理,-2.08,-400866823.0,-9.6,-219008231.0,-5.25,-181858592.0,-4.36,124848720.0,2.99,246857104.0,5.91,科思股份,2026-05-12 14:34:25
339,食品加工,-1.76,-404781392.0,-10.49,-125000656.0,-3.24,-279780736.0,-7.25,59759616.0,1.55,337408112.0,8.74,交大昂立,2026-05-12 14:34:25
340,蓄电池及其他电池,-2.17,-407400832.0,-5.96,-183673584.0,-2.69,-223727248.0,-3.27,42238032.0,0.62,360775344.0,5.28,浙江恒威,2026-05-12 14:34:25
341,航空机场,-0.92,-416462368.0,-9.92,-249395552.0,-5.94,-167066816.0,-3.98,126402960.0,3.01,290059408.0,6.91,海控B股,2026-05-12 14:34:25
342,固废治理,-1.14,-416574720.0,-5.72,-214617312.0,-2.95,-201957408.0,-2.77,63750192.0,0.88,350136208.0,4.81,旺能环境,2026-05-12 14:34:25
343,工程机械整机,-2.1,-418520432.0,-3.71,-96686720.0,-0.86,-321833712.0,-2.85,97027344.0,0.86,300905968.0,2.67,三一重工,2026-05-12 14:34:25
344,互联网电商,-2.36,-428703568.0,-8.63,-303137776.0,-6.1,-125565792.0,-2.53,68903376.0,1.39,359800192.0,7.24,吉宏股份,2026-05-12 14:34:25
345,化学制剂,-1.69,-432325120.0,-1.04,33052672.0,0.08,-465377792.0,-1.12,119237632.0,0.29,297529088.0,0.72,恒瑞医药,2026-05-12 14:34:25
346,电机Ⅲ,0.1,-434743248.0,-4.52,-210855008.0,-2.19,-223888240.0,-2.33,35504368.0,0.37,381523584.0,3.97,华瑞股份,2026-05-12 14:34:25
347,电机Ⅱ,0.1,-434743248.0,-4.52,-210855008.0,-2.19,-223888240.0,-2.33,35504368.0,0.37,381523584.0,3.97,华瑞股份,2026-05-12 14:34:25
348,门户网站,-1.29,-438366752.0,-11.14,-358085568.0,-9.1,-80281184.0,-2.04,117355360.0,2.98,321011376.0,8.15,*ST三六,2026-05-12 14:34:25
349,黄金,-1.87,-448170720.0,-3.7,-218139792.0,-1.8,-230030928.0,-1.9,378788048.0,3.13,69365168.0,0.57,山金国际,2026-05-12 14:34:25
350,体外诊断,-2.74,-455865936.0,-6.22,-213723392.0,-2.91,-242142544.0,-3.3,88916576.0,1.21,359471040.0,4.9,热景生物,2026-05-12 14:34:25
351,动力煤,-0.46,-463821024.0,-7.77,-154417360.0,-2.59,-309403664.0,-5.18,97750960.0,1.64,366019008.0,6.13,中国神华,2026-05-12 14:34:25
352,炼化及贸易,-1.0,-486303808.0,-4.63,-457924400.0,-4.36,-28379408.0,-0.27,305631792.0,2.91,180694736.0,1.72,荣盛石化,2026-05-12 14:34:25
353,其他电源设备Ⅲ,0.01,-494989008.0,-2.9,-172426960.0,-1.01,-322562048.0,-1.89,120056832.0,0.7,373688576.0,2.19,盛弘股份,2026-05-12 14:34:25
354,磷肥及磷化工,-2.24,-496727776.0,-7.22,-293661856.0,-4.27,-203065920.0,-2.95,212019072.0,3.08,284720304.0,4.14,兴发集团,2026-05-12 14:34:25
355,银行,-0.26,-498535760.0,-2.31,-192393552.0,-0.89,-306142208.0,-1.42,-34164992.0,-0.16,532706304.0,2.47,招商银行,2026-05-12 14:34:25
356,银行Ⅱ,-0.26,-498535760.0,-2.31,-192393552.0,-0.89,-306142208.0,-1.42,-34164992.0,-0.16,532706304.0,2.47,招商银行,2026-05-12 14:34:25
357,磁性材料,-2.21,-502942256.0,-5.76,-140740208.0,-1.61,-362202048.0,-4.15,86465408.0,0.99,416475504.0,4.77,C春光集,2026-05-12 14:34:25
358,综合Ⅱ,-1.75,-528013120.0,-6.66,-335115488.0,-4.23,-192897632.0,-2.43,156239888.0,1.97,371949312.0,4.69,ST三木,2026-05-12 14:34:25
359,综合,-1.75,-528013120.0,-6.66,-335115488.0,-4.23,-192897632.0,-2.43,156239888.0,1.97,371949312.0,4.69,ST三木,2026-05-12 14:34:25
360,综合Ⅲ,-1.76,-528476304.0,-6.67,-335115488.0,-4.23,-193360816.0,-2.44,156444960.0,1.97,372038512.0,4.69,ST三木,2026-05-12 14:34:25
361,半导体材料,-0.23,-536947968.0,-1.63,-372873216.0,-1.13,-164074752.0,-0.5,-122677248.0,-0.37,690221824.0,2.09,天岳先进,2026-05-12 14:34:25
362,面板,-0.66,-538175648.0,-2.6,-149666464.0,-0.72,-388509184.0,-1.88,-61928704.0,-0.3,600426752.0,2.91,京东方Ａ,2026-05-12 14:34:25
363,膜材料,-1.33,-550818592.0,-4.48,-232054960.0,-1.89,-318763632.0,-2.59,228606272.0,1.86,322238272.0,2.62,浙江众成,2026-05-12 14:34:25
364,纸包装,-1.11,-554468944.0,-8.63,-245962144.0,-3.83,-308506800.0,-4.8,-28983760.0,-0.45,585221552.0,9.11,美盈森,2026-05-12 14:34:25
365,工程机械,-1.94,-564728304.0,-4.09,-191962048.0,-1.39,-372766256.0,-2.7,131894976.0,0.95,404485088.0,2.93,三一重工,2026-05-12 14:34:25
366,社会服务,-1.29,-585460688.0,-4.78,-361445664.0,-2.95,-224015024.0,-1.83,336204880.0,2.74,241192272.0,1.97,中体产业,2026-05-12 14:34:25
367,通信工程及服务,-1.76,-603662080.0,-6.52,-392149664.0,-4.24,-211512416.0,-2.28,40697584.0,0.44,553453232.0,5.98,宜通世纪,2026-05-12 14:34:25
368,生物制品,-1.94,-607730944.0,-3.45,-269591648.0,-1.53,-338139296.0,-1.92,297744640.0,1.69,297296384.0,1.69,荣昌生物,2026-05-12 14:34:25
369,煤炭开采,-0.78,-614237968.0,-7.63,-247266224.0,-3.07,-366971744.0,-4.56,89412848.0,1.11,524772640.0,6.52,中国神华,2026-05-12 14:34:25
370,其他小金属,-0.87,-625039904.0,-2.81,-350248992.0,-1.57,-274790912.0,-1.23,109754368.0,0.49,510031872.0,2.29,云南锗业,2026-05-12 14:34:25
371,能源及重型设备,-1.87,-628882976.0,-4.51,-196700080.0,-1.41,-432182896.0,-3.1,80857600.0,0.58,546356176.0,3.92,华伍股份,2026-05-12 14:34:25
372,锂电专用设备,-1.14,-630465232.0,-7.53,-318779968.0,-3.81,-311685264.0,-3.73,217919104.0,2.6,375397152.0,4.49,锦富技术,2026-05-12 14:34:25
373,其他通用设备,-0.64,-642170192.0,-3.28,-199613776.0,-1.02,-442556416.0,-2.26,3498496.0,0.02,580517376.0,2.96,百达精工,2026-05-12 14:34:25
374,镍,-3.13,-643541344.0,-13.05,-291919360.0,-5.92,-351621984.0,-7.13,309878176.0,6.28,333650592.0,6.77,华友钴业,2026-05-12 14:34:25
375,石油石化,-1.04,-659115472.0,-4.22,-627493632.0,-4.02,-31621840.0,-0.2,374118400.0,2.4,262612736.0,1.68,中国海油,2026-05-12 14:34:25
376,化学制药,-1.5,-662679040.0,-1.23,-91501312.0,-0.17,-571177728.0,-1.06,241085952.0,0.45,387586816.0,0.72,恒瑞医药,2026-05-12 14:34:25
